mean,var,calculus,maxAbs,deltaT,median,gradientF,gradientS,bS,label
-0.008692204,1.37E-05,-1.303830588,0.012513603,150,-0.009965062,-0.000175472,0.000150551,-0.014558244,0
0.014374142,5.84E-05,4.786589286,0.026509129,333,0.014733329,5.15E-05,-0.000271645,0.030797339,0
0.022511097,0.000186168,8.621750124,0.046900534,383,0.023372696,0.00055569,-0.000150234,0.04260177,0
-0.006219526,9.70E-06,-0.721465009,0.009959276,116,-0.006879148,-0.000171874,0.000185585,-0.011444471,0
0.021188677,0.000156007,6.03877286,0.040183218,285,0.019745785,0.000388751,-0.000242867,0.040566057,0
-0.009273887,2.11E-05,-1.567286949,0.015057251,169,-0.010013168,-0.000148645,0.000240526,-0.017406953,0
-0.012150033,3.60E-05,-1.470153988,0.019331774,121,-0.013499504,-0.000324282,0.000342699,-0.022132115,0
0.016734292,8.09E-05,2.727689643,0.028076416,163,0.018207792,0.000417766,-0.000344101,0.031606122,0
-0.011124311,5.01E-05,-4.338481157,0.021527885,390,-0.010674864,-0.000100171,0.000119291,-0.024576427,0
-0.02261258,0.000192342,-3.798913475,0.04106043,168,-0.023819905,-0.000499394,0.000619701,-0.047132148,0
-0.019405097,9.17E-05,-2.425637112,0.03061757,125,-0.021710052,-0.000497074,0.000524121,-0.035310814,1
-0.033215886,0.000925263,-8.935073382,0.085724204,269,-0.022645997,-0.001309339,0.000468574,-0.072282427,1
0.005752761,8.50E-06,0.707589575,0.009317584,123,0.006324586,0.000144418,-0.000175721,0.010693364,1
-0.014924904,6.77E-05,-3.686451321,0.026719051,247,-0.015134031,-0.000280288,0.000194213,-0.02836155,1
0.021852113,0.000130606,5.419323952,0.035298911,248,0.02441715,0.000266258,-0.00031752,0.041425005,1
-0.026822154,0.000231201,-3.916034552,0.046661495,146,-0.028595891,-0.000822077,0.000631527,-0.052042513,1
-0.01006318,2.93E-05,-1.267960722,0.016913201,126,-0.010881574,-0.000280734,0.000301501,-0.019242112,1
0.012761957,0.000102409,3.905158849,0.033417802,306,0.010916451,6.18E-05,-0.000612671,0.038291713,1
-0.02238267,0.000151467,-3.402165774,0.037969441,152,-0.024289816,-0.000650827,0.000479846,-0.042486555,1
-0.007057474,1.33E-05,-0.995103842,0.011568852,141,-0.007699711,-0.000203452,0.000156256,-0.013050223,1
-0.009900125,3.12E-05,-2.049325804,0.017138404,207,-0.010666382,-0.00020468,0.000169151,-0.019256099,1
-0.014267256,7.54E-05,-2.22569193,0.025698396,156,-0.015159757,-0.000334121,0.000421205,-0.029487541,1
-0.036554084,0.000318095,-13.15947021,0.064985884,360,-0.03813326,-0.000739594,0.000188678,-0.060666488,1
0.005758006,1.55E-05,1.387679333,0.012958791,241,0.003784573,5.13E-05,-0.000236713,0.014864558,1
-0.0415076,0.000606799,-7.844936482,0.075005271,189,-0.043328933,-0.00079484,0.001021947,-0.084836359,1
-0.026584721,0.000173493,-8.055170335,0.044017064,303,-0.029169895,-0.000208637,0.000503291,-0.051240282,1
0.014291842,6.40E-05,1.900815025,0.024480029,133,0.015389473,0.000470833,-0.000362922,0.027274431,1
0.0096177,2.92E-05,1.086800137,0.016469539,113,0.010454421,0.00028331,-0.000357782,0.018901869,1
-0.013311874,4.15E-05,-1.797102933,0.021044669,135,-0.014690262,-0.000388227,0.000277092,-0.023802334,1
0.017355857,7.66E-05,2.829004742,0.028033539,163,0.019021819,0.00031658,-0.000424218,0.032339665,1
-0.01072097,2.94E-05,-1.20074868,0.017186207,112,-0.011915873,-0.00036368,0.000299562,-0.019500134,1
0.008342191,1.14E-05,1.493252121,0.012505088,179,0.008961696,9.06E-05,-0.000200495,0.014419601,1
-0.010861873,2.80E-05,-1.259977324,0.017172744,116,-0.01201716,-0.000287585,0.000321961,-0.019654123,1
0.025509529,0.000256695,8.826296999,0.0564388,346,0.022164354,0.000122557,-0.000734403,0.064746254,1
-0.014011358,6.27E-05,-3.194589624,0.024816478,228,-0.014262519,-0.000393497,0.000163619,-0.026178809,1
0.014343584,6.36E-05,1.807291614,0.024447514,126,0.015581045,0.000339226,-0.000518017,0.028162607,1
-0.091541851,0.003032189,-18.49145382,0.167469429,202,-0.0942748,-0.001849892,0.001907528,-0.186076465,1
0.016069034,7.12E-05,2.040767275,0.026382138,127,0.017672166,0.000594565,-0.000359963,0.029537902,0
0.009614505,2.68E-05,1.394103273,0.01608748,145,0.010464485,0.000269145,-0.000222725,0.018274319,0
-0.013606143,6.28E-05,-3.224655901,0.024589511,237,-0.013820304,-0.000193381,0.00027167,-0.028066922,0
0.01010149,1.55E-05,1.989993489,0.014803062,197,0.011161254,9.30E-05,-0.000220826,0.017085368,0
-0.01502841,6.10E-05,-2.103977427,0.024600969,140,-0.016497842,-0.000390522,0.000367799,-0.028102051,0
0.015357333,4.27E-05,3.209682563,0.022194723,209,0.017615654,0.000180605,-0.00024027,0.02598108,0
-0.007482439,1.59E-05,-0.785656051,0.012403807,105,-0.008239265,-0.000278445,0.000241653,-0.013989214,0
-0.021235316,8.62E-05,-9.36477436,0.040016125,441,-0.019599201,-0.000504576,2.64E-05,-0.025808192,0
-0.021409,0.000111744,-6.015928883,0.037363161,281,-0.019622378,-0.000182861,0.000393211,-0.042980794,0
0.012725178,3.43E-05,1.603372471,0.019421154,126,0.014237645,0.000288488,-0.000331948,0.02236868,0
-0.028233887,0.000244332,-5.392672346,0.048624395,191,-0.029982869,-0.000625085,0.000510205,-0.054152254,0
0.008415803,1.95E-05,1.481181243,0.014708326,176,0.00834851,0.000257602,-0.000126855,0.015190348,0
-0.006521529,1.21E-05,-0.802148069,0.010903726,123,-0.007057012,-0.00017693,0.00021075,-0.012491244,0
0.003949639,2.98E-06,0.537150969,0.005897634,136,0.004411629,6.83E-05,-0.000108546,0.006815006,0
-0.016169027,0.000123488,-5.30344084,0.032782557,328,-0.014659298,-0.000296086,0.000179963,-0.032503617,0
0.006625927,1.15E-05,0.960759406,0.010727174,145,0.007316536,0.000144138,-0.000168183,0.012354625,0
-0.014012836,5.33E-05,-5.198762139,0.025551814,371,-0.012938132,-7.13E-05,0.000192524,-0.030061306,0
-0.018904802,8.42E-05,-6.484347139,0.034263492,343,-0.019527344,-9.15E-05,0.000417564,-0.038715979,0
-0.015547413,0.000120565,-6.747577182,0.036858989,434,-0.013941381,-6.24E-05,0.000324496,-0.039444655,0
0.003986401,4.59E-06,0.482354523,0.00672372,121,0.004290012,0.000136429,-0.000109008,0.007533413,0
-0.003794445,3.74E-06,-0.390827864,0.006164334,103,-0.004145345,-0.000107992,0.000144833,-0.007060891,0
0.009354567,2.32E-05,1.244157363,0.015202253,133,0.010327253,0.000238865,-0.000252918,0.017443634,0
-0.014202866,0.000121475,-5.539117638,0.035434998,390,-0.008329227,-8.65E-05,0.000458635,-0.040897989,1
0.030056567,0.000264188,5.891087167,0.051102113,196,0.032227206,0.000688028,-0.000484177,0.056762038,1
-0.012332215,4.00E-05,-1.849832265,0.020096405,150,-0.013525399,-0.000282098,0.000292955,-0.022944704,1
0.010491518,2.77E-05,1.615693757,0.017056835,154,0.011413656,0.000285494,-0.000196051,0.019056824,1
-0.008886222,2.03E-05,-0.924167074,0.014277743,104,-0.009859261,-0.000251456,0.00032743,-0.016411643,1
0.025126652,0.000137754,13.2919987,0.043217626,529,0.028177244,0.000675656,1.81E-05,0.020972604,1
-0.019453333,0.000145747,-7.178279904,0.042103224,369,-0.013434525,-0.000526264,0.000120806,-0.034422335,1
-0.029840021,0.000299149,-5.609924017,0.052341141,188,-0.031939831,-0.000622189,0.000620844,-0.059418942,1
0.016227482,7.10E-05,2.320529993,0.026719035,143,0.017708133,0.000463302,-0.000353951,0.029893754,1
0.018415101,0.000125732,4.585360149,0.035831527,249,0.01659516,0.000511804,-0.000215313,0.035352725,1
-0.008444376,1.79E-05,-0.96265891,0.013579955,114,-0.009295724,-0.000251715,0.000249846,-0.015536877,1
0.023548662,0.000275742,7.488474362,0.052556381,318,0.018316233,0.000297272,-0.000404817,0.055231433,1
-0.010991502,2.85E-05,-1.24203969,0.017300937,113,-0.012122195,-0.000283821,0.000350013,-0.019924017,1
0.017442755,7.50E-05,2.145458919,0.027754797,123,0.019466893,0.000505997,-0.000449105,0.031659859,1
-0.01337696,4.67E-05,-2.100182779,0.022010212,157,-0.01436152,-0.000383297,0.000241748,-0.02432949,1
0.014030216,5.63E-05,2.090502257,0.023537666,149,0.015101021,0.000309659,-0.000378395,0.026940624,1
-0.010037631,2.36E-05,-1.174402875,0.015704061,117,-0.011246094,-0.000306404,0.000257408,-0.017971698,1
0.013751674,3.86E-05,4.111750399,0.023964151,299,0.012754212,0.000243944,-8.30E-05,0.021299192,1
-0.011521924,3.40E-05,-1.152192405,0.018558132,100,-0.012710721,-0.000359596,0.000417766,-0.021358946,1
0.020359574,0.000123695,2.891059507,0.034311967,142,0.022204535,0.00059302,-0.000487521,0.038629431,1
0.0164836,9.00E-05,2.571441598,0.029089884,156,0.017397087,0.000444825,-0.000392616,0.032501465,1
0.012395521,4.23E-05,1.772559526,0.020509774,143,0.013563422,0.000290653,-0.000324723,0.023426342,1
-0.015939766,0.000103252,-4.25591746,0.032432644,267,-0.01305398,-0.000406964,0.000177466,-0.030074083,1
0.020761198,0.000127836,13.51553987,0.046835906,651,0.017425136,3.67E-05,-0.000833459,0.053908997,1
-0.028591918,0.000208879,-3.945684698,0.046092517,138,-0.031488871,-0.00083927,0.000618323,-0.052187584,1
0.017245461,7.44E-05,2.828255638,0.027437913,164,0.019233495,0.000365967,-0.000345484,0.031335515,1
-0.003314267,3.79E-06,-0.387769283,0.005936875,117,-0.003425225,-0.000162371,8.57E-05,-0.006307837,1
0.020046635,0.000140149,4.350119715,0.035520321,217,0.021870808,0.000272347,-0.00053695,0.041217303,1
-0.015042505,0.000101041,-2.617395816,0.029397063,174,-0.014865083,-0.00055801,0.000291789,-0.030212632,1
0.012528145,5.34E-05,2.154840966,0.02208938,172,0.01332987,0.000241879,-0.000332284,0.025361598,1
-0.008205041,5.95E-05,-2.059465266,0.022144421,251,-0.003589829,-0.000380723,0.000106349,-0.016266098,1
-0.016129115,8.76E-05,-5.516157485,0.031863224,342,-0.013161603,-0.00010221,0.000424538,-0.037025134,1
0.015168956,5.00E-05,2.18432962,0.023232524,144,0.017001297,0.000362327,-0.0003038,0.026714295,1
-0.011702969,3.28E-05,-1.778851351,0.018385505,152,-0.013127911,-0.00030542,0.0002179,-0.021097092,1
-0.006949033,1.37E-05,-0.771342717,0.011506485,111,-0.007625287,-0.000236771,0.00021705,-0.013074912,1
-0.026571948,0.000254516,-5.048670158,0.048069586,190,-0.027714547,-0.000451531,0.000719065,-0.055515436,1
0.020032086,9.79E-05,2.203529497,0.0318001,110,0.022208198,0.000667531,-0.000561356,0.036097392,1
-0.025072044,0.000113613,-5.591065766,0.040485645,223,-0.024634776,-0.000210792,0.000628915,-0.04687397,1
0.026189381,0.000215929,4.399815944,0.044904309,168,0.028413269,0.000725505,-0.000504897,0.049994672,1
0.012961802,5.02E-05,1.322103761,0.021765894,102,0.014233259,0.000387693,-0.000524718,0.025022803,1
-0.039580946,0.001861575,-18.9196923,0.13536239,478,-0.016856423,-0.001565802,0.000229214,-0.073460674,1
0.010956396,2.50E-05,1.873543761,0.016415422,171,0.012493669,0.000241158,-0.000161735,0.019045129,0
-0.005187647,6.76E-06,-0.658831194,0.008334306,127,-0.005706809,-0.000143076,0.000135312,-0.009492796,0
-0.004563233,5.29E-06,-0.497392367,0.007313287,109,-0.005093124,-0.000133826,0.000146157,-0.008385944,0
0.008495302,1.83E-05,1.172351654,0.013632593,138,0.009391135,0.000210462,-0.00020791,0.015672705,0
-0.008185732,1.44E-05,-1.146002447,0.012468558,140,-0.009205714,-0.000172459,0.000191129,-0.014433755,0
-0.010059704,3.09E-05,-1.90128405,0.017372061,189,-0.010611791,-0.000253725,0.000166597,-0.019025342,0
0.008759577,1.39E-05,2.111058145,0.012880561,241,0.010083846,0.000142728,-7.11E-05,0.014462747,0
-0.033848875,0.000445202,-15.94281993,0.067676884,471,-0.033289906,-0.000348703,0.000275248,-0.067829071,1
0.014475324,5.53E-05,5.051888177,0.023256035,349,0.016369063,0.000123847,-0.000162991,0.025614786,1
-0.005590537,8.12E-06,-0.570234813,0.009036912,102,-0.006150048,-0.00016498,0.00020393,-0.010369211,1
-0.022479981,0.000288663,-7.800553479,0.054434155,347,-0.016254569,-0.000713577,0.000149703,-0.038704785,1
0.015940162,5.45E-05,2.789528324,0.024657717,175,0.017628592,0.000237661,-0.000350254,0.028666005,1
-0.014572035,5.08E-05,-1.500919583,0.023012401,103,-0.016158777,-0.000477969,0.000453869,-0.026400725,1
-0.042318478,0.000280029,-15.61551856,0.065269332,369,-0.045616538,-0.000691059,0.000162021,-0.064604399,0
0.006339576,5.62E-06,1.046029972,0.010336276,165,0.006139025,0.000308037,-3.97E-05,0.008800519,0
-0.0211168,0.000133277,-2.618483241,0.035819685,124,-0.022801412,-0.000632346,0.000631755,-0.040831741,0
-0.015495926,7.17E-05,-2.138437756,0.026325708,138,-0.016683411,-0.000478071,0.000374777,-0.029400084,0
0.004152617,4.59E-06,0.498314086,0.006685815,120,0.004644659,0.000135391,-0.000108911,0.007621791,0
0.010893151,2.73E-05,7.026082219,0.019625501,645,0.010022939,6.27E-05,-3.93E-05,0.019210901,0
-0.016080432,7.82E-05,-2.524627762,0.027343972,157,-0.017304723,-0.000406908,0.000367416,-0.030886528,0
-0.008441625,1.55E-05,-1.620792009,0.01283721,192,-0.00962959,-0.000118992,0.000163238,-0.014921143,0
0.006304173,2.01E-05,4.639871127,0.016460382,736,0.004520014,4.64E-05,-9.35E-06,0.008235761,0
0.010333509,2.42E-05,6.324107517,0.020217402,612,0.010025451,7.40E-06,-0.000277133,0.023359854,0
-0.009336165,2.09E-05,-1.521794875,0.014695423,163,-0.010408252,-0.000209422,0.000173386,-0.016840778,0
-0.006429755,9.82E-06,-0.778000359,0.010174837,121,-0.007070725,-0.000184852,0.0001652,-0.011571285,0
0.007229658,1.29E-05,0.795262364,0.011489625,110,0.008015683,0.000205781,-0.000229527,0.01312799,0
-0.009216989,2.07E-05,-0.995434795,0.014556639,108,-0.010275163,-0.000292889,0.000271604,-0.016664055,0
0.011035863,3.79E-05,1.511913163,0.018902995,137,0.011845695,0.000343621,-0.000278129,0.021185575,0
0.002596576,2.21E-06,0.703672189,0.005096088,271,0.002012362,2.01E-05,-8.99E-05,0.005896576,0
-0.011869288,4.26E-05,-1.899086072,0.020209598,160,-0.012794558,-0.000275604,0.000280286,-0.023007621,0
0.011373113,5.40E-05,6.11873461,0.023929318,538,0.008512017,8.95E-05,-8.86E-05,0.024324839,0
0.013493824,4.88E-05,3.42743128,0.021334778,254,0.015532203,0.000221254,-0.000151256,0.025101983,0
-0.01060871,2.40E-05,-2.164176754,0.016596007,204,-0.011585673,-0.000132596,0.000210552,-0.019143908,0
0.007260336,1.13E-05,4.71195791,0.012697155,649,0.006249812,2.38E-06,-3.27E-05,0.011635378,0
-0.005009146,1.11E-05,-1.112030364,0.009882838,222,-0.004851651,-0.000123697,8.62E-05,-0.010237069,0
0.007021679,2.45E-05,4.030443903,0.015604088,574,0.005333854,3.17E-05,-2.76E-05,0.014164403,0
-0.005748497,1.10E-05,-0.764550101,0.009961257,133,-0.00625493,-0.000181663,0.000160669,-0.011245145,0
-0.01274763,4.62E-05,-3.480103066,0.021448523,273,-0.014122063,-0.000224701,0.00012997,-0.023862074,0
0.012480074,7.18E-05,4.492826531,0.026780085,360,0.011216597,0.00013829,-0.000157527,0.027930776,0
-0.012911847,4.16E-05,-1.975512581,0.020507579,153,-0.014465155,-0.000296525,0.000271068,-0.023565365,0
0.010843912,2.96E-05,1.322957311,0.017408549,122,0.011958035,0.000323256,-0.000285819,0.019844809,0
-0.007234715,6.93E-06,-2.235527086,0.01183617,309,-0.007191944,-2.24E-05,0.000184207,-0.013691538,0
0.005487915,1.11E-05,14.19723724,0.013335263,2587,0.005221354,0.000199769,2.41E-07,0.005104912,0
-0.006099111,9.15E-06,-0.713595977,0.009751177,117,-0.006682145,-0.000177193,0.000172313,-0.011095599,0
0.006599015,1.39E-05,1.306604923,0.011327171,198,0.007163247,0.000151224,-0.000110462,0.012624205,0
-0.001390083,4.69E-07,-0.157079396,0.002235133,113,-0.001514769,-3.43E-05,4.99E-05,-0.002572354,0
0.010359531,3.52E-05,3.72943119,0.01781239,360,0.011019771,7.25E-05,-0.000216372,0.020907983,0
-0.01045452,4.31E-05,-2.435903222,0.02122081,233,-0.008874226,-0.000346703,0.000126198,-0.019840991,0
-0.008168771,1.57E-05,-3.038782901,0.014525097,372,-0.008300373,-0.00013912,2.49E-05,-0.011278204,0
0.003682769,3.26E-06,1.859798555,0.0078212,505,0.003594602,0.000150857,-4.66E-06,0.004566633,0
0.006400875,1.09E-05,12.20646806,0.01611699,1907,0.006186614,6.86E-06,-1.24E-05,0.010553879,0
0.006417126,2.28E-05,4.979689891,0.01917127,776,0.005411539,4.26E-06,-0.000287937,0.021938956,0
0.005136082,6.10E-06,0.842317529,0.008466104,164,0.005296419,7.50E-05,-0.000155901,0.009773479,0
-0.005667313,7.71E-06,-0.629071749,0.008916384,111,-0.0063515,-0.000174719,0.000160915,-0.010234589,0
0.006273825,1.15E-05,0.853240244,0.0105497,136,0.006806456,0.000191589,-0.00015341,0.011846105,0
-0.004116238,4.48E-06,-0.707993011,0.006927972,172,-0.004274619,-6.66E-05,0.000111235,-0.0080088,0
0.016484531,8.55E-05,3.346359865,0.028734125,203,0.017364377,0.000267602,-0.000359664,0.032838699,0
-0.022908107,0.000161707,-8.934161726,0.049671973,390,-0.020936498,-0.000119535,0.000434353,-0.05042628,1
0.0325675,0.000605741,9.770250003,0.075642262,300,0.023747099,0.000864923,-0.000383734,0.066576553,1
0.020873617,0.000126261,4.279091539,0.034919819,205,0.022809832,0.000367273,-0.000370508,0.039953899,1
-0.015587424,6.34E-05,-2.135477031,0.025274181,137,-0.017092668,-0.000402567,0.000389146,-0.028801034,1
-0.016860281,7.72E-05,-2.495321605,0.027601323,148,-0.018562352,-0.00038353,0.000423312,-0.03170304,1
0.00877542,2.00E-05,1.044274986,0.014251908,119,0.009654727,0.000319516,-0.000213259,0.016054318,1
-0.003579667,4.05E-06,-0.855540296,0.007118524,239,-0.003548357,-1.53E-05,0.000136154,-0.008178883,1
0.010563265,2.88E-05,1.74293871,0.017146189,165,0.011543922,0.000213621,-0.00022966,0.019659779,1
-0.006978132,2.58E-05,-4.291551193,0.019830002,615,-0.005144481,-3.80E-05,3.48E-05,-0.011492985,1
0.005595165,8.19E-06,0.609872979,0.009064723,109,0.00615295,0.000176341,-0.000177457,0.010376127,1
0.006106142,8.71E-06,0.836541426,0.00958678,137,0.006791002,0.000147064,-0.00014341,0.010999557,1
-0.010692801,2.78E-05,-1.700155425,0.017022009,159,-0.011850107,-0.000194222,0.000258641,-0.019637608,1
0.00991926,3.35E-05,1.59700087,0.017501309,161,0.010607925,0.000304098,-0.000204298,0.019151222,1
-0.003740706,4.27E-06,-0.546143095,0.006658123,146,-0.003718833,-7.14E-05,0.000135487,-0.007628846,1
0.005496419,8.27E-06,0.72552737,0.009016619,132,0.006045541,0.000160658,-0.000138207,0.010246677,1
0.010707931,3.31E-05,1.980967282,0.01780116,185,0.011818607,0.000206425,-0.000211732,0.02046612,1
-0.007337524,1.17E-05,-0.865827879,0.011191688,118,-0.008267828,-0.000193707,0.000192039,-0.012900825,1
0.022464219,0.000123886,5.121841916,0.035785398,228,0.024831807,0.000375429,-0.00029449,0.040986803,1
-0.011859864,3.79E-05,-1.435043504,0.019480521,121,-0.012871629,-0.000368454,0.000327932,-0.022077606,1
0.013565449,5.95E-05,3.147184082,0.025489244,232,0.012301716,0.000158458,-0.000360328,0.029148755,1
-0.013668604,4.07E-05,-3.007092799,0.020855549,220,-0.015375573,-0.00020703,0.000184604,-0.024280831,1
-0.039576925,0.000561322,-8.073692781,0.071503412,204,-0.041344113,-0.000763944,0.000835334,-0.080773834,1
-0.025694631,0.000189882,-10.45771461,0.047833846,407,-0.025726446,-0.000511317,9.40E-05,-0.038654013,1
0.014890922,3.64E-05,3.901421515,0.023846072,262,0.015899058,8.88E-05,-0.000383823,0.027513396,1
-0.02028144,0.000112374,-3.569533408,0.033025062,176,-0.022466103,-0.000449644,0.000375778,-0.037679551,1
0.004359846,3.47E-06,0.514461858,0.006371824,118,0.004944464,0.000142715,-8.10E-05,0.007257127,1
-0.007755212,1.63E-05,-0.953891088,0.01275571,123,-0.008459308,-0.000203133,0.000240303,-0.014618419,1
0.012111168,4.40E-05,2.373789004,0.020243446,196,0.013379691,0.000229395,-0.000225895,0.022771664,1
-0.002879561,2.35E-06,-0.368583797,0.004785157,128,-0.003144308,-8.39E-05,7.91E-05,-0.005448602,1
0.007810227,3.55E-05,1.522994183,0.017138308,195,0.006534397,0.000133944,-0.000300595,0.019711926,1
0.00966441,2.70E-05,1.333688629,0.016213097,138,0.010488468,0.000330701,-0.000210141,0.018098652,1
-0.006447004,9.25E-06,-0.941262536,0.010549089,146,-0.006678201,-9.85E-05,0.000237301,-0.012155238,1
0.019142861,6.66E-05,4.594286547,0.028474245,240,0.022179724,0.000407723,-0.000149368,0.031900629,1
0.004916918,5.38E-06,0.531027105,0.007611216,108,0.005475799,0.000160523,-0.000130526,0.00864905,1
-0.029637957,0.000425446,-7.46876525,0.060601348,252,-0.028108454,-0.000553723,0.000574071,-0.065029667,1
-0.015719597,4.92E-05,-4.904514272,0.024095162,312,-0.017596368,-0.000235539,0.000103143,-0.026470303,1
-0.02013388,0.00012522,-3.221420874,0.034448225,160,-0.021722968,-0.000448025,0.000503713,-0.039281557,1
0.009181819,2.24E-05,1.487454726,0.014757624,162,0.010317612,0.000263256,-0.000157092,0.016769544,1
0.010117633,2.99E-05,1.406350955,0.016850348,139,0.011054654,0.000248527,-0.000276878,0.01936419,1
-0.009573091,2.12E-05,-0.986028383,0.014931196,103,-0.010732021,-0.000304325,0.00029558,-0.017110783,1
0.01999704,0.000117886,4.579322077,0.033085109,229,0.022380947,0.000334572,-0.000306447,0.037739661,1
0.013436984,4.40E-05,5.388230772,0.023643818,401,0.013679526,0.000207215,-2.08E-05,0.016398355,1
-0.011796005,2.33E-05,-2.111484907,0.016611009,179,-0.013689055,-0.000248314,0.000130962,-0.019297789,1
0.011685675,8.24E-05,4.510670519,0.029591096,386,0.007813345,0.000352227,-7.05E-05,0.020117002,1
-0.018190243,9.54E-05,-3.437955954,0.030482812,189,-0.019718897,-0.000418873,0.000305424,-0.03424597,1
0.009701291,4.27E-05,3.104413139,0.023274232,320,0.00831712,4.39E-05,-0.000396955,0.026794507,1
-0.019980728,0.000111704,-3.736396214,0.033177924,187,-0.021918079,-0.000487961,0.00031867,-0.037348897,1
0.005117486,4.83E-06,1.310076495,0.007109642,256,0.00642423,2.98E-05,-7.75E-05,0.007935353,1
-0.009212797,4.32E-05,-2.74541361,0.018884716,298,-0.007760172,-9.51E-05,0.000239576,-0.022176126,1
0.02116763,5.67E-05,6.39262429,0.027458364,302,0.024798418,0.000300197,-7.16E-05,0.030292591,1
-0.013145014,0.00014487,-3.785764017,0.034391893,288,-0.00686319,-0.00050128,0.000150985,-0.026403503,1
0.017133622,0.000100709,3.101185569,0.030549454,181,0.017909438,0.000412497,-0.000354982,0.033963478,1
-0.007533755,1.46E-05,-1.22800202,0.012247789,163,-0.008243419,-0.000158779,0.000160796,-0.013980408,1
-0.010600561,3.30E-05,-2.374525597,0.018605121,224,-0.010721061,-0.000131963,0.000243381,-0.021438544,1
0.022149585,0.000113712,4.917207916,0.034791883,222,0.024557662,0.000363773,-0.000289981,0.039682545,1
-0.01517434,0.000103975,-8.224492088,0.040367358,542,-0.012969293,-0.000509936,2.91E-05,-0.0201413,1
0.010374617,2.40E-05,1.711811883,0.015944459,165,0.011660787,0.000180089,-0.00021217,0.01849229,1
-0.027036955,0.00030151,-5.785908365,0.05148025,214,-0.027373859,-0.00066427,0.000476901,-0.055293917,1
0.023158335,0.000146131,4.469558569,0.037974712,193,0.025554765,0.00040617,-0.00044241,0.043551734,1
0.021101637,0.000125085,2.637704687,0.035002841,125,0.023177272,0.000685442,-0.000549598,0.03962254,1
-0.013453352,4.72E-05,-2.098722858,0.021775229,156,-0.014833298,-0.000327689,0.000274093,-0.024601941,1
-0.009302796,2.98E-05,-1.516355805,0.016584023,163,-0.009828011,-0.000200951,0.000254136,-0.01895726,1
0.00396772,6.39E-06,0.6110289,0.007837855,154,0.003558562,0.000184355,-7.54E-05,0.00754993,1
-0.019394738,0.000103936,-5.120210935,0.032431621,264,-0.021699676,-0.000191052,0.000398077,-0.037616855,1
0.031574628,0.000261609,5.272962813,0.051350328,167,0.034762327,0.000618653,-0.000705171,0.059027109,1
-0.015658006,6.65E-05,-2.520938998,0.025643571,161,-0.01721577,-0.000441646,0.000279327,-0.028763526,1
0.020617013,0.000134155,3.010083964,0.03553068,146,0.022152279,0.000526449,-0.00054849,0.040304995,1
-0.009017535,1.97E-05,-2.35357666,0.017126994,261,-0.007913616,-0.000322065,4.93E-05,-0.013449436,1
0.030208393,0.00025823,5.618761028,0.05015069,186,0.033071029,0.000502342,-0.000676769,0.058164613,1
-0.027636459,0.000164478,-3.509830232,0.042223447,127,-0.031069339,-0.000713433,0.000640051,-0.048567288,1
0.040877438,0.000448167,6.254248038,0.06690096,153,0.044637537,0.000966411,-0.000918734,0.076530902,1
0.012797016,7.69E-05,5.182791445,0.028282547,405,0.010253981,0.000440773,-6.57E-05,0.022653919,1
-0.012487944,4.01E-05,-2.435149104,0.019820552,195,-0.014074719,-0.000211709,0.000226899,-0.023173082,1
-0.014016863,4.06E-05,-3.714468674,0.023356256,265,-0.014392326,-0.000108546,0.000307091,-0.026751664,1
0.020869519,0.000129765,3.58955734,0.035764254,172,0.022132048,0.000391668,-0.000524635,0.041028551,1
0.008548207,1.84E-05,0.983043849,0.013690587,115,0.009452319,0.000304735,-0.000215525,0.015446461,1
-0.010505572,2.74E-05,-1.523308002,0.016900536,145,-0.011508704,-0.000213442,0.000277328,-0.019455441,1
0.019732535,0.000108926,3.295333409,0.032696251,167,0.021471493,0.000441705,-0.000413479,0.037206774,1
-0.019917863,0.00011495,-5.417658687,0.03521439,272,-0.019863926,-0.000237924,0.000303091,-0.039525584,1
0.016114492,6.24E-05,1.804823078,0.025490929,112,0.01787377,0.000436693,-0.000504598,0.02920425,1
-0.029723855,0.000250017,-3.745205693,0.049701972,126,-0.032170933,-0.000888828,0.000826384,-0.056365197,1
0.011794735,4.82E-05,2.559457545,0.022722429,217,0.010238762,0.000432368,-0.000136564,0.021623701,1
-0.009281415,1.11E-05,-2.923645631,0.013148387,315,-0.010617336,-9.14E-05,4.66E-05,-0.014209711,1
0.033764904,0.000544722,12.59430934,0.078797876,373,0.031486269,0.000830108,-0.000121689,0.047231065,1
-0.016021597,0.000118083,-3.957334502,0.035225942,247,-0.010875388,-0.000633525,0.000167569,-0.029592259,1
0.0313337,0.000366144,6.423408401,0.057348837,205,0.032660983,0.000679155,-0.000609649,0.063794107,1
-0.034902118,0.000445869,-12.2855457,0.059153682,352,-0.040213934,-0.000349693,0.000403176,-0.07041453,1
0.02331096,8.17E-05,6.993287879,0.037101278,300,0.022320243,0.000440657,-0.000113812,0.035080888,1
-0.029395105,0.000243579,-4.409265741,0.048988723,150,-0.031935592,-0.000699322,0.000718505,-0.055780959,1
0.0142567,4.79E-05,1.454183354,0.022375643,102,0.015865656,0.000498409,-0.000423723,0.025513718,1
-0.011452754,3.18E-05,-1.374330508,0.018108614,120,-0.012753754,-0.000358556,0.000286086,-0.020654822,1
0.005129129,6.87E-06,0.564204223,0.008333912,110,0.00561835,0.000203925,-0.000134374,0.009354469,1
